bcaa,5,360,100,0,0

Oatmeal,65,340,12,6,60
sunfl_oil,10,898,0,100,0
varenje,20,265,0,0,76
cheese_kolyb,25,334,26,25,0
eggC2,87,155 ,13,11,1
tomato_,120,20,1.1,0.2,3.7
naliv_bread,30,220,5.5,1,46

naliv_bread,120,220,5.5,1,46
pasta_bl,133,330,11,1.5,69
sunfl_oil,10,898,0,100,0
chicken_fillet,120,110,21,3,0
carrot,120,41,0.1,0.2,10

banana,200,89,1.1,0.3,23

zern_cheese,200,96,8,6,2.4
buckwheat_mushroms,45,320,11,2,55
russian_protein,25,430,80,9,7
