bcaa,5,360,100,0,0

Oatmeal,65,340,12,6,60
sunfl_oil,10,898,0,100,0
varenje,20,265,0,0,76
cereal_power,80,256,8.4,2.4,49.4
cheese5pc,30,121,16,5,3
eggC2,43,155 ,13,11,1


carrot,300,41,0.1,0.2,10
potato,300,77,3,0.1,17
beta,150,50,1.5,0.1,9
chicken,120,110,21,3,0
sunfl_oil,10,898,0,100,0

naliv_bread,270,220,5.5,1,46
sunfl_oil,10,898,0,100,0
red_lentil,10,360,25,2,60
rice,30,330,6.5,0.5,75
cheese5pc,100,121,16,5,3
banana,200,89,1.1,0.3,23
mare_laminaria,37,160,1,14,7
